price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnished,semi-furnished,unfurnished,stories_area,rooms_area
4403000,2880,3,1,2,1,0,0,0,0,0,1,0,1,0,1440.0,720.0
4403000,4880,3,1,1,1,0,0,0,0,2,1,0,0,1,4880.0,1220.0
4403000,4920,3,1,2,1,0,0,0,0,1,0,0,1,0,2460.0,1230.0
4382000,4950,4,1,2,1,0,0,0,1,0,0,0,1,0,2475.0,990.0
4375000,3900,3,1,2,1,0,0,0,0,0,0,0,0,1,1950.0,975.0
4340000,4500,3,2,3,1,0,0,1,0,1,0,1,0,0,1500.0,900.0
4340000,1905,5,1,2,0,0,1,0,0,0,0,0,1,0,952.5,317.5
4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0,4075.0,1018.75
4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0,1750.0,700.0
4340000,6450,4,1,2,1,0,0,0,0,0,0,0,1,0,3225.0,1290.0
4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0,4032.0,1344.0
4305000,4400,2,1,1,1,0,0,0,0,1,0,0,1,0,4400.0,1466.6666666666667
4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0,10360.0,3453.3333333333335
4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0,1700.0,850.0
4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0,6360.0,2120.0
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1,3180.0,2120.0
4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0,4500.0,1500.0
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1,1087.5,543.75
4270000,4360,4,1,2,1,0,0,0,0,0,0,1,0,0,2180.0,872.0
4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0,7770.0,2590.0
4235000,6650,3,1,2,1,1,0,0,0,0,0,0,1,0,3325.0,1662.5
4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0,2787.0,696.75
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1,2750.0,1375.0
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,0,1,2520.0,1260.0
4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0,5850.0,1950.0
4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0,1305.0,372.85714285714283
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,0,1,1476.5,738.25
4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0,1373.5,457.8333333333333
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,0,1,4410.0,1470.0
4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0,2000.0,666.6666666666666
4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0,1162.5,581.25
4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0,2300.0,920.0
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1,1820.0,728.0
4200000,5800,3,1,1,1,0,0,1,0,2,0,0,1,0,5800.0,1450.0
4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0,7000.0,1750.0
4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0,1359.6666666666667,1019.75
4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0,1760.0,880.0
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,0,1,715.0,536.25
4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0,4500.0,1125.0
4193000,8250,3,1,1,1,0,1,0,0,3,0,0,1,0,8250.0,2062.5
4193000,3450,3,1,2,1,0,0,0,0,1,0,0,1,0,1725.0,862.5
4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0,2420.0,1210.0
4165000,4080,3,1,2,1,0,0,0,0,2,0,0,1,0,2040.0,1020.0
4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0,2023.0,1011.5
4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0,2316.0,926.4
4130000,5985,3,1,1,1,0,1,0,0,0,0,0,1,0,5985.0,1496.25
4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0,6060.0,2020.0
4098500,3600,3,1,1,1,0,1,0,1,0,1,1,0,0,3600.0,900.0
4095000,3680,3,2,2,1,0,0,0,0,0,0,0,1,0,1840.0,736.0
4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0,2020.0,1346.6666666666667
4095000,5600,2,1,1,1,0,0,0,1,0,0,0,1,0,5600.0,1866.6666666666667
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1,2950.0,983.3333333333334
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1,2496.0,998.4
4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0,4340.0,1085.0
